Date,Symbol,Crypto,Open,High,Low,Close,Volume,Tradecount
11-05-2022,SOL,Solana,66.90,68.44,43.17,50.90,655895713.54,1460193
11-05-2022,TRX,Tron,0.08,0.09,0.06,0.07,609679726.17,1269420
11-05-2022,UNI,Uniswap,6.08,6.22,4.65,4.91,52451214.33,166986
11-05-2022,VET,VeChain,0.04,0.04,0.03,0.03,128802066.03,463065
11-05-2022,XLM,Stellar Lumens,0.15,0.15,0.12,0.13,37898321.01,175875
11-05-2022,XMR,Monero,162.90,180.00,137.80,140.80,53030249.98,198178
11-05-2022,XRP,Ripple XRP,0.51,0.53,0.36,0.42,731722915.31,1259135
10-05-2022,AAVE,Aave,99.40,118.40,96.60,105.20,66173211.95,195900
10-05-2022,ADA,Cardano,0.60,0.70,0.58,0.63,283217801.10,751497
10-05-2022,BTC,Bitcoin,30074.23,32658.99,29730.40,31017.10,5179856929.48,2470325
10-05-2022,DOGE,Dogecoin,0.10,0.12,0.10,0.11,210771372.33,307346
10-05-2022,DOT,Polkadot,10.63,12.44,10.31,11.36,216809026.28,385047
10-05-2022,ETH,Ethereum,2229.00,2457.34,2200.00,2342.05,3650912006.06,1851225
10-05-2022,FIL,Filecoin,11.01,13.01,10.53,11.36,103636010.12,241186
10-05-2022,LINK,ChainLink,8.10,9.33,7.89,8.59,121134236.57,209164
10-05-2022,MATIC,Polygon,0.81,0.99,0.79,0.89,246387187.97,373612
10-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,418759484.31,695561
10-05-2022,SOL,Solana,62.16,74.03,60.13,66.90,533633557.20,994845
10-05-2022,TRX,Tron,0.07,0.08,0.07,0.08,390611126.23,788378
10-05-2022,UNI,Uniswap,5.95,6.66,5.75,6.07,33758161.89,110625
10-05-2022,VET,VeChain,0.04,0.04,0.04,0.04,95989851.83,369978
10-05-2022,XLM,Stellar Lumens,0.14,0.16,0.14,0.15,30822754.08,128006
10-05-2022,XMR,Monero,173.40,189.60,150.70,163.00,45577108.89,143005
10-05-2022,XRP,Ripple XRP,0.49,0.54,0.47,0.51,459950527.42,637387
09-05-2022,AAVE,Aave,125.90,128.90,98.70,99.30,46547699.23,150976
09-05-2022,ADA,Cardano,0.74,0.75,0.60,0.60,315923785.34,741784
09-05-2022,BTC,Bitcoin,34038.39,34243.15,30033.33,30076.31,6166367111.28,2564538
09-05-2022,DOGE,Dogecoin,0.12,0.13,0.10,0.10,239113759.32,312051
09-05-2022,DOT,Polkadot,13.26,13.49,10.51,10.62,229337958.95,385487
09-05-2022,ETH,Ethereum,2519.71,2530.78,2225.00,2228.55,3725676633.14,1758980
09-05-2022,FIL,Filecoin,13.11,13.30,10.80,11.02,96271323.94,207417
09-05-2022,LINK,ChainLink,10.00,10.16,8.01,8.10,100610655.72,168827
09-05-2022,MATIC,Polygon,0.98,0.99,0.79,0.81,124714130.68,224379
09-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,355301093.22,623848
09-05-2022,SOL,Solana,75.39,77.21,61.70,62.16,404836586.31,714133
09-05-2022,TRX,Tron,0.09,0.09,0.07,0.07,525542408.53,1032839
09-05-2022,UNI,Uniswap,7.10,7.22,5.90,5.95,38834568.51,120067
09-05-2022,VET,VeChain,0.04,0.05,0.04,0.04,78572206.69,297273
09-05-2022,XLM,Stellar Lumens,0.16,0.17,0.14,0.14,22908281.74,96965
09-05-2022,XMR,Monero,217.10,221.00,172.10,173.50,48294184.20,149249
09-05-2022,XRP,Ripple XRP,0.57,0.58,0.47,0.49,440258885.08,614982
08-05-2022,AAVE,Aave,132.20,133.40,125.10,125.90,18640624.94,60529
08-05-2022,ADA,Cardano,0.76,0.77,0.73,0.74,130209850.91,236153
08-05-2022,BTC,Bitcoin,35472.40,35514.22,33713.95,34038.40,2498365159.99,1301451
08-05-2022,DOGE,Dogecoin,0.13,0.13,0.12,0.12,96542930.99,124742
08-05-2022,DOT,Polkadot,13.75,13.88,13.03,13.25,94131882.21,140423
08-05-2022,ETH,Ethereum,2635.35,2642.00,2484.00,2519.71,1930282594.66,867730
08-05-2022,FIL,Filecoin,13.25,13.45,12.85,13.10,54943003.24,99252
08-05-2022,LINK,ChainLink,10.21,10.38,9.84,10.00,40602718.89,65615
08-05-2022,MATIC,Polygon,1.02,1.03,0.96,0.98,60980198.94,113736
08-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,132956299.11,189577
08-05-2022,SOL,Solana,78.86,79.41,73.69,75.38,210452506.83,310522
08-05-2022,TRX,Tron,0.08,0.09,0.08,0.09,430348883.27,904617
08-05-2022,UNI,Uniswap,7.18,7.34,6.85,7.09,17084407.40,57938
08-05-2022,VET,VeChain,0.05,0.05,0.04,0.04,36814355.86,126029
08-05-2022,XLM,Stellar Lumens,0.17,0.17,0.16,0.16,11163563.04,44025
08-05-2022,XMR,Monero,205.00,222.30,199.70,217.00,45086563.72,101059
08-05-2022,XRP,Ripple XRP,0.58,0.58,0.56,0.57,191966430.33,204020
07-05-2022,AAVE,Aave,138.40,138.90,128.60,132.10,16944391.69,53748
07-05-2022,ADA,Cardano,0.78,0.79,0.75,0.76,97951871.70,173806
07-05-2022,BTC,Bitcoin,36013.77,36146.30,34785.00,35472.39,1222539413.64,746488
07-05-2022,DOGE,Dogecoin,0.13,0.13,0.12,0.13,117146687.04,152856
07-05-2022,DOT,Polkadot,14.33,14.38,13.36,13.75,60366358.34,100115
07-05-2022,ETH,Ethereum,2692.86,2704.36,2584.75,2635.34,987464053.43,505005
07-05-2022,FIL,Filecoin,13.87,13.94,12.80,13.25,40285663.33,85800
07-05-2022,LINK,ChainLink,10.78,10.84,10.00,10.21,27820440.67,47836
07-05-2022,MATIC,Polygon,1.04,1.07,0.99,1.02,69038334.67,102190
07-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,98673628.38,148784
07-05-2022,SOL,Solana,81.67,82.33,77.03,78.86,153609731.66,220157
07-05-2022,TRX,Tron,0.09,0.09,0.08,0.08,432804365.53,882006
07-05-2022,UNI,Uniswap,7.59,7.65,6.97,7.18,18296348.63,58590
07-05-2022,VET,VeChain,0.05,0.05,0.04,0.05,26831955.80,90763
07-05-2022,XLM,Stellar Lumens,0.17,0.17,0.16,0.17,10587885.09,38143
07-05-2022,XMR,Monero,218.90,223.60,199.00,204.90,26424408.28,74989
07-05-2022,XRP,Ripple XRP,0.60,0.60,0.57,0.58,144029120.14,162836
06-05-2022,AAVE,Aave,141.40,142.80,132.80,138.40,22955305.43,72912
06-05-2022,ADA,Cardano,0.79,0.80,0.76,0.78,191381224.54,367204
06-05-2022,BTC,Bitcoin,36552.97,36675.63,35258.00,36013.77,2466507512.18,1214518
06-05-2022,DOGE,Dogecoin,0.13,0.13,0.12,0.13,116682459.60,146685
06-05-2022,DOT,Polkadot,14.58,14.67,13.81,14.32,96930315.19,156333
06-05-2022,ETH,Ethereum,2747.96,2758.18,2632.95,2692.85,1918267933.17,813458
06-05-2022,FIL,Filecoin,13.98,14.18,13.35,13.87,52186350.43,114584
06-05-2022,LINK,ChainLink,10.91,11.03,10.40,10.79,57237421.55,78324
06-05-2022,MATIC,Polygon,1.07,1.08,1.01,1.04,92812372.74,130418
06-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,134769998.95,175341
06-05-2022,SOL,Solana,84.52,84.84,79.98,81.68,213954688.34,343170
06-05-2022,TRX,Tron,0.07,0.09,0.07,0.09,499426382.90,932587
06-05-2022,UNI,Uniswap,7.35,7.70,6.85,7.59,19609505.07,65995
06-05-2022,VET,VeChain,0.05,0.05,0.05,0.05,45348306.61,156570
06-05-2022,XLM,Stellar Lumens,0.17,0.17,0.16,0.17,10537945.92,45738
06-05-2022,XMR,Monero,206.50,219.00,200.20,218.80,27393535.81,77584
06-05-2022,XRP,Ripple XRP,0.60,0.62,0.59,0.60,218917267.89,281104
05-05-2022,AAVE,Aave,159.60,162.20,136.20,141.40,41787776.88,114843
05-05-2022,ADA,Cardano,0.90,0.91,0.77,0.79,304513975.75,574367
05-05-2022,BTC,Bitcoin,39690.00,39845.51,35571.90,36552.97,3329684235.96,1979692
05-05-2022,DOGE,Dogecoin,0.14,0.14,0.13,0.13,218173969.84,239158
05-05-2022,DOT,Polkadot,16.34,16.45,14.02,14.58,137294027.68,214438
05-05-2022,ETH,Ethereum,2940.65,2954.65,2683.00,2747.97,2055752498.22,935371
05-05-2022,FIL,Filecoin,15.73,15.87,13.31,13.99,96878286.18,201872
05-05-2022,LINK,ChainLink,12.20,12.29,10.63,10.91,71802693.95,99040
05-05-2022,MATIC,Polygon,1.17,1.19,1.03,1.06,95327757.30,153343
05-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,168401727.70,235128
05-05-2022,SOL,Solana,92.77,95.25,81.32,84.52,290368666.47,434945
05-05-2022,TRX,Tron,0.09,0.09,0.07,0.07,448357096.98,1017335
05-05-2022,UNI,Uniswap,7.93,8.11,6.96,7.34,21991120.22,68704
05-05-2022,VET,VeChain,0.05,0.05,0.05,0.05,75996919.46,255113
05-05-2022,XLM,Stellar Lumens,0.18,0.19,0.17,0.17,14358658.66,63432
05-05-2022,XMR,Monero,225.30,229.80,197.30,206.60,31959510.96,87116
05-05-2022,XRP,Ripple XRP,0.65,0.66,0.58,0.60,275475127.53,326425
04-05-2022,AAVE,Aave,141.20,160.00,140.80,159.50,29255097.92,80455
04-05-2022,ADA,Cardano,0.77,0.90,0.77,0.90,213655126.17,413280
04-05-2022,BTC,Bitcoin,37728.95,40023.77,37670.00,39690.00,2438553987.45,1238847
04-05-2022,DOGE,Dogecoin,0.13,0.14,0.13,0.14,131931283.31,143213
04-05-2022,DOT,Polkadot,14.73,16.35,14.66,16.34,96420634.59,141696
04-05-2022,ETH,Ethereum,2781.70,2965.85,2771.74,2940.64,1572901182.25,742950
04-05-2022,FIL,Filecoin,14.63,15.96,14.55,15.72,58186062.54,103663
04-05-2022,LINK,ChainLink,11.13,12.23,11.08,12.20,54854651.72,76024
04-05-2022,MATIC,Polygon,1.08,1.17,1.07,1.17,86537431.81,122605
04-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,145300106.34,195570
04-05-2022,SOL,Solana,85.86,93.06,85.47,92.77,198783148.93,282723
04-05-2022,TRX,Tron,0.07,0.09,0.07,0.09,427547746.05,1037670
04-05-2022,UNI,Uniswap,6.86,7.97,6.83,7.93,18694671.91,60385
04-05-2022,VET,VeChain,0.05,0.05,0.05,0.05,76575240.04,260617
04-05-2022,XLM,Stellar Lumens,0.17,0.19,0.17,0.18,11406767.70,44093
04-05-2022,XMR,Monero,207.20,225.80,206.10,225.30,27789926.47,75221
04-05-2022,XRP,Ripple XRP,0.60,0.65,0.60,0.65,214781739.89,250260
03-05-2022,AAVE,Aave,144.30,146.70,139.00,141.10,27272206.95,52115
03-05-2022,ADA,Cardano,0.78,0.80,0.76,0.77,75410127.88,144918
03-05-2022,BTC,Bitcoin,38525.16,38651.51,37517.80,37728.95,1539320434.26,1005131
03-05-2022,DOGE,Dogecoin,0.13,0.13,0.13,0.13,78261051.89,86809
03-05-2022,DOT,Polkadot,14.97,15.23,14.52,14.72,50784170.62,78494
03-05-2022,ETH,Ethereum,2856.54,2861.47,2755.19,2781.70,1046307600.94,490176
03-05-2022,FIL,Filecoin,14.62,14.98,14.23,14.62,38578087.49,67536
03-05-2022,LINK,ChainLink,11.17,11.50,10.80,11.12,43106903.05,53729
03-05-2022,MATIC,Polygon,1.08,1.12,1.05,1.08,58565136.19,87943
03-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,98057789.17,125580
03-05-2022,SOL,Solana,87.49,88.81,84.66,85.86,135931235.13,200047
03-05-2022,TRX,Tron,0.07,0.08,0.07,0.07,250100899.44,501477
03-05-2022,UNI,Uniswap,6.94,7.13,6.69,6.85,8622309.90,29041
03-05-2022,VET,VeChain,0.05,0.05,0.05,0.05,28278002.79,88752
03-05-2022,XLM,Stellar Lumens,0.17,0.18,0.17,0.17,7504095.77,30255
03-05-2022,XMR,Monero,199.50,216.10,198.70,207.20,30230869.22,94049
03-05-2022,XRP,Ripple XRP,0.61,0.63,0.60,0.60,174187576.73,192989
02-05-2022,AAVE,Aave,146.50,149.00,138.90,144.20,20594953.89,62816
02-05-2022,ADA,Cardano,0.79,0.80,0.76,0.78,100687424.37,191863
02-05-2022,BTC,Bitcoin,38468.35,39167.34,38052.00,38525.16,2058450718.30,1053893
02-05-2022,DOGE,Dogecoin,0.13,0.13,0.13,0.13,103670354.28,119984
02-05-2022,DOT,Polkadot,15.36,15.60,14.56,14.96,80994840.17,131461
02-05-2022,ETH,Ethereum,2824.81,2894.22,2778.78,2856.54,1476062750.22,625431
02-05-2022,FIL,Filecoin,15.12,15.29,14.11,14.62,59254069.62,108957
02-05-2022,LINK,ChainLink,11.30,11.45,10.77,11.17,43794663.63,64441
02-05-2022,MATIC,Polygon,1.10,1.12,1.04,1.08,79121152.68,139994
02-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,142659656.43,176243
02-05-2022,SOL,Solana,89.67,90.89,85.10,87.50,168665929.55,283822
02-05-2022,TRX,Tron,0.07,0.07,0.06,0.07,224800612.63,457592
02-05-2022,UNI,Uniswap,7.12,7.20,6.64,6.94,12132331.90,38202
02-05-2022,VET,VeChain,0.05,0.05,0.05,0.05,37553722.57,121428
02-05-2022,XLM,Stellar Lumens,0.18,0.18,0.17,0.17,8468347.69,32628
02-05-2022,XMR,Monero,212.00,216.60,196.10,199.60,32322872.32,94533
02-05-2022,XRP,Ripple XRP,0.61,0.63,0.60,0.61,204458052.87,255037
01-05-2022,AAVE,Aave,142.30,148.80,138.90,146.50,23075035.92,66491
01-05-2022,ADA,Cardano,0.76,0.80,0.75,0.79,106582681.54,207348
01-05-2022,BTC,Bitcoin,37630.80,38675.00,37386.38,38468.35,1478259271.91,1021157
01-05-2022,DOGE,Dogecoin,0.13,0.14,0.13,0.13,158692847.44,186400
01-05-2022,DOT,Polkadot,14.50,15.53,14.48,15.36,76000246.15,142003
01-05-2022,ETH,Ethereum,2726.67,2849.90,2716.13,2824.81,1230927404.41,539462
01-05-2022,FIL,Filecoin,14.24,15.68,13.87,15.12,125735217.75,208949
01-05-2022,LINK,ChainLink,10.96,11.50,10.81,11.31,44773156.08,65862
01-05-2022,MATIC,Polygon,1.03,1.12,1.01,1.10,89760871.32,162378
01-05-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,171563518.22,246969
01-05-2022,SOL,Solana,84.63,93.12,84.15,89.68,207825708.08,366730
01-05-2022,TRX,Tron,0.06,0.07,0.06,0.07,230299576.79,437175
01-05-2022,UNI,Uniswap,6.76,7.24,6.53,7.12,15759635.39,52559
01-05-2022,VET,VeChain,0.05,0.05,0.04,0.05,43565242.61,141222
01-05-2022,XLM,Stellar Lumens,0.17,0.18,0.17,0.18,8694266.41,36436
01-05-2022,XMR,Monero,214.10,228.20,208.20,211.90,29998073.91,82072
01-05-2022,XRP,Ripple XRP,0.58,0.61,0.58,0.61,166027183.23,253008
30-04-2022,AAVE,Aave,157.30,162.80,137.80,142.30,33610152.00,91108
30-04-2022,ADA,Cardano,0.81,0.82,0.74,0.76,115290631.74,209037
30-04-2022,BTC,Bitcoin,38596.11,38795.38,37578.20,37630.80,1354900532.13,1017369
30-04-2022,DOGE,Dogecoin,0.14,0.14,0.12,0.13,164757599.68,242872
30-04-2022,DOT,Polkadot,16.19,16.45,14.18,14.50,93498795.72,155043
30-04-2022,ETH,Ethereum,2817.13,2841.63,2709.26,2726.66,1028113961.63,577285
30-04-2022,FIL,Filecoin,17.32,18.04,11.85,14.23,127488690.83,235606
30-04-2022,LINK,ChainLink,11.98,12.25,10.65,10.95,49780867.21,77823
30-04-2022,MATIC,Polygon,1.14,1.17,1.01,1.03,74539161.39,132767
30-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,182598177.62,278915
30-04-2022,SOL,Solana,93.96,94.95,81.91,84.63,164168373.58,275849
30-04-2022,TRX,Tron,0.06,0.07,0.06,0.06,115514201.39,235292
30-04-2022,UNI,Uniswap,7.62,7.79,6.35,6.75,18806873.96,63372
30-04-2022,VET,VeChain,0.05,0.05,0.04,0.05,38109313.83,119940
30-04-2022,XLM,Stellar Lumens,0.18,0.18,0.17,0.17,10185917.59,40162
30-04-2022,XMR,Monero,220.50,234.20,212.00,214.10,32568383.15,82452
30-04-2022,XRP,Ripple XRP,0.61,0.63,0.57,0.58,214938073.85,274288
29-04-2022,AAVE,Aave,166.20,168.30,151.30,157.30,29392732.55,76869
29-04-2022,ADA,Cardano,0.84,0.85,0.79,0.80,113905864.56,193102
29-04-2022,BTC,Bitcoin,39742.06,39925.25,38175.00,38596.11,2006135662.86,1101140
29-04-2022,DOGE,Dogecoin,0.14,0.15,0.13,0.13,277934350.02,327678
29-04-2022,DOT,Polkadot,16.99,17.07,15.99,16.19,66481128.26,110239
29-04-2022,ETH,Ethereum,2936.92,2946.46,2776.63,2817.13,1503869186.33,678273
29-04-2022,FIL,Filecoin,18.09,18.20,17.00,17.31,48335744.06,90301
29-04-2022,LINK,ChainLink,12.66,12.73,11.83,11.97,37407510.24,67732
29-04-2022,MATIC,Polygon,1.24,1.25,1.13,1.14,86724659.55,133082
29-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,177071962.74,214053
29-04-2022,SOL,Solana,98.23,98.68,92.35,93.96,166246202.33,255409
29-04-2022,TRX,Tron,0.06,0.07,0.06,0.06,186467340.89,378596
29-04-2022,UNI,Uniswap,8.17,8.23,7.51,7.61,12847676.99,43739
29-04-2022,VET,VeChain,0.05,0.05,0.05,0.05,32664910.30,101323
29-04-2022,XLM,Stellar Lumens,0.19,0.19,0.18,0.18,10068166.98,36458
29-04-2022,XMR,Monero,227.40,236.20,216.70,220.50,28971939.19,81085
29-04-2022,XRP,Ripple XRP,0.64,0.65,0.60,0.61,200206773.41,234208
28-04-2022,AAVE,Aave,168.50,176.00,163.90,166.10,43139171.40,108372
28-04-2022,ADA,Cardano,0.84,0.85,0.83,0.84,113478674.59,189397
28-04-2022,BTC,Bitcoin,39235.72,40372.63,38881.43,39742.07,2223808385.81,1135242
28-04-2022,DOGE,Dogecoin,0.14,0.14,0.14,0.14,209786452.36,222069
28-04-2022,DOT,Polkadot,16.94,17.43,16.75,16.99,72640479.28,120035
28-04-2022,ETH,Ethereum,2888.95,2980.00,2853.83,2936.93,1567476627.91,736818
28-04-2022,FIL,Filecoin,17.71,18.51,17.49,18.09,48215655.11,95870
28-04-2022,LINK,ChainLink,12.74,12.99,12.40,12.66,46528598.73,85481
28-04-2022,MATIC,Polygon,1.26,1.28,1.23,1.24,56660663.98,100505
28-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,106311407.69,157952
28-04-2022,SOL,Solana,98.35,100.55,96.33,98.24,182594839.53,300097
28-04-2022,TRX,Tron,0.06,0.06,0.06,0.06,63485897.21,185831
28-04-2022,UNI,Uniswap,8.23,8.36,8.02,8.16,11176212.09,36753
28-04-2022,VET,VeChain,0.05,0.05,0.05,0.05,31935540.08,109112
28-04-2022,XLM,Stellar Lumens,0.18,0.19,0.18,0.19,10593323.33,34532
28-04-2022,XMR,Monero,229.50,238.00,223.50,227.50,25415507.07,68586
28-04-2022,XRP,Ripple XRP,0.65,0.66,0.63,0.64,156497699.41,195259
27-04-2022,AAVE,Aave,157.90,175.50,156.20,168.40,73345476.96,173794
27-04-2022,ADA,Cardano,0.83,0.86,0.82,0.84,124685106.19,234750
27-04-2022,BTC,Bitcoin,38112.64,39474.72,37881.31,39235.72,2218523642.43,1232083
27-04-2022,DOGE,Dogecoin,0.14,0.15,0.14,0.14,336123088.52,373346
27-04-2022,DOT,Polkadot,16.68,17.27,16.48,16.94,64041285.26,102653
27-04-2022,ETH,Ethereum,2809.68,2919.87,2794.46,2888.96,1401317315.55,669916
27-04-2022,FIL,Filecoin,17.30,18.02,17.22,17.70,33447580.97,72349
27-04-2022,LINK,ChainLink,12.36,12.80,12.30,12.74,40314743.01,62239
27-04-2022,MATIC,Polygon,1.24,1.29,1.24,1.26,51622614.84,91003
27-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,158484604.76,201470
27-04-2022,SOL,Solana,95.70,100.79,94.89,98.36,180105223.66,282775
27-04-2022,TRX,Tron,0.06,0.06,0.06,0.06,62910748.16,170547
27-04-2022,UNI,Uniswap,8.01,8.41,7.98,8.23,8535821.90,31351
27-04-2022,VET,VeChain,0.05,0.05,0.05,0.05,27631261.19,97013
27-04-2022,XLM,Stellar Lumens,0.18,0.19,0.18,0.18,10365125.32,33719
27-04-2022,XMR,Monero,230.00,236.20,221.50,229.40,29713630.06,79426
27-04-2022,XRP,Ripple XRP,0.64,0.66,0.64,0.65,180637616.85,241976
26-04-2022,AAVE,Aave,168.80,179.00,154.50,158.00,50994547.93,140069
26-04-2022,ADA,Cardano,0.90,0.90,0.82,0.83,151087067.46,273090
26-04-2022,BTC,Bitcoin,40426.08,40797.31,37702.26,38112.65,2615206861.83,1381618
26-04-2022,DOGE,Dogecoin,0.16,0.17,0.14,0.14,1069301464.51,1199816
26-04-2022,DOT,Polkadot,18.11,18.34,16.40,16.68,100624509.80,153082
26-04-2022,ETH,Ethereum,3006.63,3039.54,2767.00,2809.67,1544470478.05,775652
26-04-2022,FIL,Filecoin,18.64,18.77,17.00,17.29,50011198.01,97349
26-04-2022,LINK,ChainLink,13.44,13.51,12.14,12.37,42323550.23,71536
26-04-2022,MATIC,Polygon,1.35,1.36,1.22,1.24,66810539.41,131555
26-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,178058378.32,265661
26-04-2022,SOL,Solana,100.98,101.98,94.61,95.70,187010168.61,291464
26-04-2022,TRX,Tron,0.07,0.07,0.06,0.06,71115806.22,182349
26-04-2022,UNI,Uniswap,8.74,8.82,7.91,8.01,11051167.78,39584
26-04-2022,VET,VeChain,0.06,0.06,0.05,0.05,42391558.59,149421
26-04-2022,XLM,Stellar Lumens,0.19,0.19,0.18,0.18,11871580.23,41173
26-04-2022,XMR,Monero,254.20,264.60,227.10,230.00,37884206.94,100333
26-04-2022,XRP,Ripple XRP,0.69,0.71,0.63,0.64,237444379.90,311924
25-04-2022,AAVE,Aave,166.40,170.70,153.60,168.90,29336808.72,88941
25-04-2022,ADA,Cardano,0.89,0.90,0.83,0.90,148027393.74,277318
25-04-2022,BTC,Bitcoin,39450.12,40616.00,38200.00,40426.08,2470071005.24,1280351
25-04-2022,DOGE,Dogecoin,0.13,0.17,0.12,0.16,1147372432.24,1341383
25-04-2022,DOT,Polkadot,18.17,18.25,17.12,18.10,93660434.22,152371
25-04-2022,ETH,Ethereum,2920.99,3025.65,2797.01,3006.62,1789151245.68,804935
25-04-2022,FIL,Filecoin,18.92,18.95,17.44,18.63,69688218.98,130477
25-04-2022,LINK,ChainLink,13.27,13.51,12.53,13.44,54036943.89,91726
25-04-2022,MATIC,Polygon,1.34,1.36,1.26,1.35,80180660.89,146221
25-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,234346790.00,401704
25-04-2022,SOL,Solana,99.22,101.59,94.32,100.99,226174939.47,373292
25-04-2022,TRX,Tron,0.07,0.07,0.06,0.07,85141082.78,217889
25-04-2022,UNI,Uniswap,8.71,8.78,8.16,8.73,15532551.37,52314
25-04-2022,VET,VeChain,0.06,0.06,0.05,0.06,47479486.08,167385
25-04-2022,XLM,Stellar Lumens,0.19,0.19,0.18,0.19,14316607.13,49651
25-04-2022,XMR,Monero,252.60,260.00,237.10,254.30,34721237.63,95744
25-04-2022,XRP,Ripple XRP,0.70,0.70,0.65,0.69,267285979.66,354207
24-04-2022,AAVE,Aave,173.40,174.90,165.50,166.40,15771304.75,41966
24-04-2022,ADA,Cardano,0.89,0.90,0.88,0.89,43699800.47,70622
24-04-2022,BTC,Bitcoin,39441.61,39940.00,38929.62,39450.13,1056336243.02,868183
24-04-2022,DOGE,Dogecoin,0.13,0.13,0.13,0.13,69350563.42,71201
24-04-2022,DOT,Polkadot,18.69,19.16,18.07,18.17,56196588.48,90421
24-04-2022,ETH,Ethereum,2933.04,2967.06,2912.09,2921.00,643702920.89,354013
24-04-2022,FIL,Filecoin,18.93,19.39,18.64,18.91,34533265.34,69996
24-04-2022,LINK,ChainLink,13.32,13.63,13.21,13.26,24261683.48,40581
24-04-2022,MATIC,Polygon,1.36,1.38,1.33,1.34,37286208.49,68763
24-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,61279074.75,116755
24-04-2022,SOL,Solana,100.63,102.31,98.55,99.23,106954414.42,192110
24-04-2022,TRX,Tron,0.07,0.07,0.06,0.07,72739051.71,172121
24-04-2022,UNI,Uniswap,8.91,9.16,8.68,8.71,9667408.93,32266
24-04-2022,VET,VeChain,0.06,0.06,0.06,0.06,21348567.28,73990
24-04-2022,XLM,Stellar Lumens,0.19,0.19,0.19,0.19,7278650.11,24629
24-04-2022,XMR,Monero,266.60,269.20,247.50,252.70,28119151.45,75933
24-04-2022,XRP,Ripple XRP,0.71,0.71,0.69,0.70,102084222.51,137510
23-04-2022,AAVE,Aave,176.90,179.30,172.10,173.40,13989026.67,41985
23-04-2022,ADA,Cardano,0.91,0.91,0.88,0.89,30978218.33,56634
23-04-2022,BTC,Bitcoin,39709.19,39980.00,39285.00,39441.60,804677022.91,724132
23-04-2022,DOGE,Dogecoin,0.14,0.14,0.13,0.13,45561190.49,56187
23-04-2022,DOT,Polkadot,18.28,19.27,17.96,18.69,66980562.55,110244
23-04-2022,ETH,Ethereum,2962.39,2978.03,2913.89,2933.03,554261385.85,348435
23-04-2022,FIL,Filecoin,19.30,19.57,18.78,18.93,42567980.01,75360
23-04-2022,LINK,ChainLink,13.58,13.68,13.18,13.31,21095370.53,37643
23-04-2022,MATIC,Polygon,1.40,1.41,1.34,1.36,58770038.46,107764
23-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,70983250.73,118549
23-04-2022,SOL,Solana,100.55,102.90,98.31,100.63,109466876.37,196300
23-04-2022,TRX,Tron,0.07,0.07,0.07,0.07,100442836.42,271457
23-04-2022,UNI,Uniswap,8.91,9.22,8.83,8.90,9006701.74,27800
23-04-2022,VET,VeChain,0.06,0.06,0.06,0.06,24816661.50,76036
23-04-2022,XLM,Stellar Lumens,0.20,0.20,0.19,0.19,8923942.10,28232
23-04-2022,XMR,Monero,268.30,279.10,262.50,266.60,25793704.24,68133
23-04-2022,XRP,Ripple XRP,0.72,0.73,0.70,0.71,116203898.74,154364
22-04-2022,AAVE,Aave,173.80,180.60,171.10,176.90,28748546.44,79480
22-04-2022,ADA,Cardano,0.91,0.92,0.89,0.91,74969570.35,96782
22-04-2022,BTC,Bitcoin,40480.01,40795.06,39177.00,39709.18,1870172362.40,1043471
22-04-2022,DOGE,Dogecoin,0.14,0.14,0.13,0.14,78050873.83,82694
22-04-2022,DOT,Polkadot,18.17,18.53,18.07,18.28,66517627.92,93788
22-04-2022,ETH,Ethereum,2983.57,3034.32,2930.35,2962.39,1350044345.25,604084
22-04-2022,FIL,Filecoin,18.85,19.52,18.70,19.29,54489852.38,102008
22-04-2022,LINK,ChainLink,13.57,13.88,13.47,13.58,33652260.05,51216
22-04-2022,MATIC,Polygon,1.38,1.51,1.37,1.40,189115931.41,304808
22-04-2022,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,92217815.11,147499
22-04-2022,SOL,Solana,101.78,103.55,99.19,100.55,180380786.87,279122
22-04-2022,TRX,Tron,0.07,0.07,0.07,0.07,219016525.16,440723
